section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)",Dana Stein ;And Shirley Nathan-Pulliam; Del. Dana Stein represents Baltimore County (District 11) and is vice chair of the House Environment and Transportation Committee; his email is dana.stein@house.state.md.us. Sen. Shirley Nathan-Pulliam represents District 44 in Baltimore city and county a,Protect Md.: Ban chlorpyrifos,110308,714,31,0,18,0,0,0,0
wknd,2019-02-01,20190201,"Sun, The (Baltimore, MD)","Chris Kaltenbach; THE BALTIMORE SUN; 
ckaltenbach@baltsun.com;twitter.com/chriskaltsun",With The Kids,110309,253,17,0,1,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)","Felipe A. Filomeno; Felipe A. Filomeno (filomeno@umbc.edu) is an assistant professor of political science and global studies at the University of Maryland, Baltimore County (UMBC).","Reflecting the city in art; 
Hackerman mansion: a 'strong reminder of our common humanity'",110310,675,34,0,7,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)","The writer is director of Protectors of the St. Martin River.;The writer, a Democrat, formerly represented District 11 (Baltimore County) in the Maryland House of Delegates from 1995 to 2019.;The writer is a lecturer in educational leadership at Loyola Un","More scrutiny for; 
pollution from poultry; 
Mosby has the right approach on marijuana; 
Baltimore City schools; 
need to be fully funded",110311,760,48,0,9,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)",NA,"Lottery; 
Yesterday's numbers and recent drawings.",110312,189,15,0,0,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)","Tricia Bishop; The Baltimore Sun; 
Tricia Bishop is The Sun's deputy editorial page editor. Her column runs every other Friday. Her email is tricia.bishop@baltsun.com; Twitter: @triciabishop.",Labor Day delay broke kid's collarbone,110313,789,33,1,7,0,0,0,0
wknd,2019-02-01,20190201,"Sun, The (Baltimore, MD)",NA,"BOLD BET, LATE break led to dramatic TURN IN High Roller Bowl",110314,484,24,0,3,0,0,0,0
wknd,2019-02-01,20190201,"Sun, The (Baltimore, MD)",Hallie Miller; The Baltimore Sun,"When you're here, you're fam; 
Baltimore's black owned restaurants serve food and their communities",110316,1961,76,9,16,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)","Alison Knezevich; The Baltimore Sun; 
alisonk@baltsun.com;twitter.com/aliknez","Olszewski asks public financing of elections; 
Executive says it would reduce influence of special interests in campaigns",110317,660,31,0,13,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)","Scott Dance; The Baltimore Sun; 
sdance@baltsun.com;twitter.com/ssdance","Georgetown solar farm would clear 240-acre forest; 
Charles County residents oppose university's plans",110318,1120,47,0,15,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)","Frederick N. Rasmussen; The Baltimore Sun; 
fred.rasmussen@baltsun.com","John J. Darnaby Jr.; 
World War II Marine hero later became a teacher and administrator in Baltimore County Public Schools",110319,749,41,0,2,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)","Colin Campbell; The Baltimore Sun; 
cmcampbell@baltsun.com;twitter.com/cmcampbell6","Baltimore's scooter boss resigns; 
Warfield leaving DOT, citing 'bullying, intimidation, and outright harassment'",110320,720,29,1,7,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)",NA,"Alternative Fact of the Week; 
Our view: The president made up some really specific lies on supposed threats",110323,763,47,1,4,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)",fred.rasmussen@baltsun.com,"William A. Blankenship Jr., veteran",110324,363,29,0,1,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)",NA,"Hogan 2020?; 
Our view: The sudden presidential buzz around our moderate Republican governor is well and good - unless he starts trying to appeal to GOP primary voters",110325,743,35,0,11,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)","- Talia Richman ;- Colin Campbell ;- Ian Duncan;- Phil Davis, Baltimore Sun Media Group","Around the region; 
Greensboro police chief resigns his post; 
Baltimore man pleads guilty to making bomb threats; 
Councilmen in New Orleans to vet Harrison; 
Shady Side man sentenced to 80 years in killings",110326,786,27,1,11,0,0,0,0
main news,2019-02-01,20190201,"Sun, The (Baltimore, MD)","Ian Duncan; The Baltimore Sun; 
iduncan@baltsun.com;twitter.com/iduncan","Police work week changes; 
After a delay, city to return to five-day schedule for patrol",110327,813,36,2,12,6,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)",NA,"State of the Union: Divided; 
Our view: U.S. needs to hear from a president who can unite a fractured nation",110328,797,42,1,12,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)",Doug Colbert; Doug Colbert is a professor at the University of Maryland Francis Carey King School of law. His email is DCcolbert@law.umaryland.edu.,Baltimore district court judge made the proper call in granting West bail,110329,745,36,0,20,0,0,0,0
business,2019-02-05,20190205,"Sun, The (Baltimore, MD)",Baltimore Sun staff,Legg Mason reports big loss for third quarter driven by assets write-down,110330,394,16,0,3,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)","-Phil Davis, Baltimore Sun Media Group;-Catalina Righter, Baltimore Sun Media Group;-Jessica Anderson;-Luke Broadwater;-Colin Campbell","around the region; 
Glen Burnie man charged with killing cellmate; 
Carroll woman sentenced in death of infant daughter; 
Spending board to vote; 
on new top cop's salary; 
State switches firms to host Md. election data; 
Dealership gives car to Ceasefire founder",110331,703,26,2,16,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)","Jeff Barker; The Baltimore Sun; 
jebarker@baltsun.com;twitter.com/sunjeffbarker","Fans desert UM sports; 
School joined Big Ten hoping to rejuvenate football program",110332,1345,59,2,20,0,1,0,1
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)",NA,Lottery,110333,192,16,0,0,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)","Kevin Rector; The Baltimore Sun; 
krector@baltsun.com;twitter.com/rectorsun","Baltimore man gets 80 years; 
in murder of father of three; 
Victim was brother of former police spokesman",110336,914,44,0,17,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)",NA,"Resignation isn't enough; 
Our view: Gov. Northam needs to go, but more than that, Virginia needs to reckon with its racially divisive veneration for the Confederacy",110337,741,44,0,15,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)",Sarah Meehan;and Meredith Cohn; The Baltimore Sun,"Employee in critical condition after being shot outside UM Hospital; 
Suspect is in custody; 
after early morning attack near an ambulance bay",110338,792,41,1,15,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)","Justin Fenton; The Baltimore Sun; 
jfenton@baltsun.com;twitter.com/justin_fenton",Former city Gun Trace Task Force detective to be sentenced,110339,293,12,0,6,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)",Susan Krenn; Susan Krenn is executive director of the Johns Hopkins Center for Communication Programs (Twitter: @JohnsHopkinsCCP).,"The anti-vaccine threat; 
Have vaccines become victims of their own success?",110340,794,38,0,8,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,110341,612,61,0,6,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)","Jules Witcover; Jules Witcover is a syndicated columnist and former longtime writer for The Baltimore Sun. His latest book is ""The American Vice Presidency: From Irrelevance to Power"" (Smithsonian Books). His email is juleswitcover@comcast.net.",The U.S. doesn't need Howard Schultz,110343,732,34,1,6,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)","The writer, a Republican, served as Anne Arundel County executive from 2006 to 2013.","Leopold: Criticisms of me misrepresent the facts; 
Maryland's Wallace Loh is a leader with character; 
Larry Hogan should run for president - just not as a Republican",110344,838,54,2,11,0,0,0,0
main news,2019-02-05,20190205,"Sun, The (Baltimore, MD)","Scott Dance and Ian Duncan; The Baltimore Sun; 
sdance@baltsun.com;twitter.com/ssdance","Council moves on tighter air standards; 
Preliminary OK for plan to reduce emissions by trash incinerator upsets its owner, others",110345,1287,58,0,10,0,1,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,110346,622,54,0,10,0,0,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)",The writer is a retired major with the Baltimore City Police Department.,"Commissioner salary not too much - if he's held accountable; 
New police commissioner will make too much money; 
Hogan should run for Senate, not president; 
Baltimore needs Hopkins' help on crime",110347,807,39,2,12,0,0,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)",NA,Let's hear Northam out,110348,418,25,0,12,0,0,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)","Meredith Cohn; The Baltimore Sun; 
meredith.cohn@baltsun.com;twitter.com/mercohn","With New York in doubt, Port Covington developers step up",110349,617,26,1,7,0,0,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)",NA,"Lottery; 
Yesterday's numbers and recent drawings.",110350,188,15,0,0,0,0,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)","Lillian Reed; The Baltimore Sun; 
lireed@baltsun.com;twitter.com/LillianEReed",'Plainpotatoess' responds to charges over his viral videos,110353,600,33,0,17,0,1,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)","Mary Carole McCauley; The Baltimore Sun; 
mmccauley@baltsun.com;twitter.com/mcmccauley","BMA receives $3.5 million donation; 
Philanthropists Eddie and Sylvia Brown endow chief curator's position",110354,328,13,0,1,0,0,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)","Tim Prudente; The Baltimore Sun; 
tprudente@baltsun.com;twitter.com/tim_prudente","Pence: 'We're going; 
to build that wall'; 
Visiting Baltimore, the vice president champions customs agents' work",110355,810,56,0,16,0,0,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)","Jacques Kelly; The Baltimore Sun; 
jacques.kelly@baltsun.com","Christian E. Murray; 
Former Black & Decker executive became a marketer of a restaurant and hotel flooring business",110356,713,53,0,1,0,0,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)",The writers are Baltimore public school parents.,"Hogan's school sabotage; 
Baltimore parents say the governor is compounding the under-funding of city schools by proposing to appropriate more money for charters",110357,729,32,0,7,0,0,0,0
main news,2019-02-09,20190209,"Sun, The (Baltimore, MD)",NA,"Studio immortalizes 'Big Bang Theory' as series nears its end; 
CELEBRITIES; 
Tribune news services",110358,468,27,0,3,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)","Ian Duncan; The Baltimore Sun; 
iduncan@baltsun.com;twitter.com/iduncan","Pugh to sign emissions bill; 
Incinerator operator says new standards will force; 
it out of business",110359,824,36,0,10,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)","Pamela Wood; The Baltimore Sun; 
pwood@baltsun.com;twitter.com/pwoodreporter","Early start to school OK'd; 
Senate passes bill to undo Hogan's order to begin after Labor Day",110361,685,34,0,6,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)","Meredith Cohn; The Baltimore Sun; 
meredith.cohn@baltsun.com;twitter.com/mercohn","Marine Hospital to get new life; 
Former military building on edge of Hopkins campus to become academic center",110362,926,38,0,9,0,1,0,0
taste,2019-02-13,20190213,"Sun, The (Baltimore, MD)",America's Test Kitchen,A molten chocolate cake recipe for home cooks,110363,529,27,0,4,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)",Marta H. Mossburg; Marta H. Mossburg (mmossburg@mdpolicy.org) is a visiting fellow with the Maryland Public Policy Institute.,Hogan needs to challenge Md. Dems,110364,777,32,0,10,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)","Meredith Cohn; The Baltimore Sun; 
meredith.cohn@baltsun.com;twitter.com/mercohn",Housing sales in Balto. region continue to slide as prices rise,110365,220,12,0,4,0,0,0,0
taste,2019-02-13,20190213,"Sun, The (Baltimore, MD)",James P. DeWan,"Chocolate loves savory dishes too; 
Prep School",110366,1057,65,0,5,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)","Scott Dance; The Baltimore Sun; 
sdance@baltsun.com;twitter.com/ssdance","Capital Gazette victims honored; 
Five are awarded 'Speaker's Medallion' in Maryland House of Delegates",110367,473,23,0,4,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)",Dan ;Rodricks; drodricks@baltsun.com;twitter.com/DanRodricks,City needs more cops; Hopkins can help,110368,841,33,0,12,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)",NA,"Err on the side of caution; 
Our view: Md. has no choice but to ban a pesticide that can profoundly hurt children",110369,737,45,0,10,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)","Lillian Reed; The Baltimore Sun; 
lireed@baltsun.com;twitter.com/LillianEReed",'Plainpotatoess'  pushed people to their limits for his videos,110370,953,56,0,16,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)","Colin Campbell; The Baltimore Sun; 
cmcampbell@baltsun.com;twitter.com/cmcampbell6","Crash rate on Interstate 83 in Baltimore is high; 
Study shows rate is more than double that of other Maryland highways",110371,629,22,0,16,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)","Lorraine Mirabella; The Baltimore Sun; 
lorraine.mirabella@baltsun.com;twitter.com/lmirabella","Under Armour beats estimates; 
Sales and profit exceed analysts' expectations; 
for the fourth quarter",110373,973,37,0,9,0,0,0,0
taste,2019-02-13,20190213,"Sun, The (Baltimore, MD)",Ellen Fishel; The Baltimore Sun,Ekiben plans a pop-up with Cocina Luchadoras,110374,826,40,2,4,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)",NA,"Spade to launch late-night show; 
CELEBRITIES; 
Tribune news services",110375,451,22,0,3,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)","Justin Fenton; The Baltimore Sun; 
jfenton@baltsun.com;twitter.com/justin_fenton","Ex-Gun Trace Task Force detective gets 10 years; 
Sentence lightened because of Momodu Gondo's 'powerful testimony'",110376,963,51,0,19,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)",NA,"Don't arm school police; 
Our view: Douglass High School shooting raises a lot of questions, but it is no reason for the school board to reconsider its decision about school police and guns",110377,776,46,1,10,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)",NA,Lottery,110378,191,16,0,0,0,0,0,0
taste,2019-02-13,20190213,"Sun, The (Baltimore, MD)",Wolfgang Puck; Tribune Content Agency,"SWEET SALUTE; 
Chocolate bread pudding with dried cherries a worthy treat for Presidents Day",110379,877,47,0,9,0,0,0,0
main news,2019-02-13,20190213,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,110380,602,61,0,2,0,0,0,0
howard,2019-02-17,20190217,"Sun, The (Baltimore, MD)",NA,Elkridge Library,110381,247,41,0,0,0,0,0,0
features,2019-02-17,20190217,"Sun, The (Baltimore, MD)",#NAME?,'Project Runway' provides some Maryland style,110382,194,9,1,1,0,0,0,0
life and travel,2019-02-17,20190217,"Sun, The (Baltimore, MD)",NA,Touch of Paris Styled Shoot & Workshop,110383,185,12,0,0,0,0,0,0
howard,2019-02-17,20190217,"Sun, The (Baltimore, MD)",Carolyn Kelemen; For Baltimore Sun Media Group,"Dancers guided by  respect for  director; 
Miskao Ballet Company presenting 'Momotara' based on Japanese folktale",110384,785,40,4,2,0,0,0,0
features,2019-02-17,20190217,"Sun, The (Baltimore, MD)","Mary Carole McCauley; The Baltimore Sun; 
mmccauley@baltsun.com;twitter.com/mcmccauley","Curl Up With History; 
Celebrate Black History Month with these books by Baltimore-area writers",110385,1394,67,3,10,1,0,0,0
main news,2019-02-17,20190217,"Sun, The (Baltimore, MD)","Mary Carole McCauley; The Baltimore Sun; 
mmccauley@baltsun.com;twitter.com/mcmccauley","From head to dough, they make memories; 
Creating ravioli for St. Leo the Great fundraiser is; 
a bonding experience",110386,590,39,0,3,0,0,0,0
howard,2019-02-17,20190217,"Sun, The (Baltimore, MD)",NA,50+ Center,110387,337,51,0,1,0,0,0,0
howard,2019-02-17,20190217,"Sun, The (Baltimore, MD)","Jess Nocera; Baltimore Sun Media Group; 
jnocera@baltsun.com","County school year extended to June 21; 
Bad weather forced the system to use all four inclement weather days",110388,582,30,0,8,0,0,0,0
anne arundel,2019-02-17,20190217,"Sun, The (Baltimore, MD)","Selene San Felice; Baltimore Sun Media Group; 
ssanfelice@capgaznews.com","Girls blazing a new trail for scouting movement; 
'We want to show boys we're just like them.; 
Anyone can do this. It's not limited to one gender.'",110389,1017,62,0,1,0,0,0,0
features,2019-02-17,20190217,"Sun, The (Baltimore, MD)",David Zurawik; david.zurawik@baltsun.com;twitter.com/davidzurawik,"Hogan has been good at media, but only so far; 
Whether he's savvy and polished enough to challenge Donald Trump is open to question; 
Z on TV",110390,1508,71,2,8,0,0,0,0
